state,title,body,created_at,updated_at
closed,Tonic Wallet: First Multi-Accounts based TON Extension Wallet support…,"Footstep #155 

The feature available in [Tonic Wallet] (https://chrome.google.com/webstore/detail/tonic-wallet/dlneijncmlmjbgemhibopgljcmndjfde)

My TON wallet for reward:
EQAQND4LFdJ6xUWC41PBT03a5DbzHTjTeVGELDgrxKQm9-ym",2023-02-21T14:45:47Z,2023-03-29T22:18:35Z
closed,Development TON Connect 2.0 in MyTonWallet,"Closes #149 

Open-source commits: https://github.com/mytonwalletorg/mytonwallet/commit/0f353d5b34c90326f8e9220d62df71fdc80c47a8, https://github.com/mytonwalletorg/mytonwallet/commit/964d5f7b174f46fc021e6b200ae5bc3d5ed23423, https://github.com/mytonwalletorg/mytonwallet/commit/4fb3031190f3861ece8ce8fa574d3f6b39ef1422

The feature is available on https://ton.vote, https://tegro.money, https://getgems.io, https://dedust.io, etc.

The contribution wallet address is in the official repo [README](https://github.com/mytonwalletorg/mytonwallet#support-us).",2023-02-18T14:15:17Z,2023-03-23T22:16:51Z
closed,Article: NFT Collection step-by-step creation,"### Summary

We need to create tutorial, how to mint your NFT collection from zero to result.

### Context

Right now, we have absolutely no manual for developers about what is an nft item/nft collection in TON, how to create them and put them up for sale using code. At the same time, this topic is of interest to developers & creators, and when trying to do it yourself, difficulties and misunderstandings very often arise.

### Goals

Explain the full path of creating nft collection with ton.js, GetGems NFT smart contracts.

### Deliverables

- [ ] Tutorial article ""How to create NFT collection step-by-step"" using Pinata, TON and GetGems is ready
- [ ] Topics covered: mint of nft collection, nft item, putting up item for sale on GetGems

### Definition of Done

- [ ] Tutorial created and merged to ton.org/docs 


### Reward

 - Standard TON Footstep NFT
 - 600 USD worth TON",2023-02-15T21:24:24Z,2023-04-28T12:25:54Z
closed,Added 10 examples to func cookbook,"Covered these examples:
https://github.com/ton-society/ton-footsteps/issues/10#issuecomment-1354771562

Accepted PR in ton docs repository:
https://github.com/ton-community/ton-docs/pull/83",2023-02-14T17:05:30Z,2023-02-15T15:12:32Z
closed,Tonic Wallet : First Multi-Accounts based TON Extension Wallet supporting TC 2.0,"### Name

Tonic Wallet

### Telegram Contact

@jhaitch

### Link to demo

https://docsend.com/view/4w6uhnwv2mgiaiqb

### Amount

5,000 USD worth TON",2023-02-14T15:10:31Z,2023-02-28T15:37:34Z
open,Footstep: Smart-contracts for jetton voting platform,"PR for #142 

Done in: 
https://github.com/ston-fi/jvp-core

The contracts allow multiple users to cast their vote for addresses, including Jetton addresses.

 TON wallet for reward: 
 EQBoTw0OzTblnzvV_nNVcSsQHlSykMg4pKrBbw-3ZiQrBb7D",2023-02-14T13:40:22Z,2023-02-14T13:40:22Z
closed,Fix markdown formatting in footstep issue template,"In definitions of done it must be "" - [ ] ..."" to make a checkbox",2023-02-14T08:40:23Z,2023-02-14T08:45:52Z
closed,Notifications in Telegram about new footsteps,"### Summary

This proposal describes what do we need to launch an automated notification system about new approved footsteps.

### Context

TON Footsteps are great, but they aren't widely known among people in our community. We need to solve this problem and spread the knowledge about Footsteps around. One of the ways to do it is described in this Footstep.
We need to create a program that will automatically detect new approved Footsteps and notify people about them somewhere. I think Telegram channel will be fine, but you could suggest something else.

### Goals

 * Notify people about new approved Footsteps

### Deliverables

 * Program that will watch the repository and detect new approved Footsteps
 * Telegram Bot that will post notifications

### Definition of Done

 * Users can quickly and easily find out new approved Footsteps to complete

### Reward

 * Standard TON Footstep NFT",2023-02-14T08:22:50Z,2023-05-19T08:50:58Z
closed,Development TON Connect 2.0 in TonSafe v2.2.1 Mobile Wallet.,"Ton Connect 2.0 implemented in TonSafe v2.2.1

Footstep #140

Modified files: [LINK](https://github.com/tonsafe/wallets-list/raw/ton-connect-2.0/files/screencapture-github-tonsafe-tonsafe-compare-ton-connect-2-0-2023-02-14-10_51_37.pdf) & [Screenshots](https://github.com/tonsafe/wallets-list/blob/ton-connect-2.0/files/screencapture-github-tonsafe-tonsafe-compare-ton-connect-2-0-2023-02-14-10_51_37.zip)

STON.FI DEMO LINK: [DEMO](https://raw.githubusercontent.com/tonsafe/wallets-list/main/Tonsafe-Tonconnect-Demo.m4v)


My wallet address for the rewards: EQBM55PXGY0WY2numnLmsQOitCwwKeztxKcJTGYAbP0icwA3",2023-02-14T07:04:48Z,2023-02-18T19:30:53Z
closed,"Create tutorial ""Sending messages with TON Connect 2.0""","### Summary

Cover ways to send transaction via TON Connect 2.0.

### Context

Currently, documentation on ton.org describes only way to **connect** user to dApp, but not to do anything more. Sending transactions is the next logical step.

### Goals

- Make a tutorial, by following which users should be able to send transactions from dApp
- example of simple multi-destination transfer
- example of transfer with comment
- example of deploying a contract
- *(if, and when, adding plugins is supported)* example of deploying a plugin contract (e.g. standard subscription, or the simplest chatbot)
- tracking the transaction

### Deliverables

- Create a tutorial

### Definition of Done

- [x] Article created
- [x] Article merged into https://ton.org/docs

### Reward

- Standard TON Footstep NFT
- $500 in TON equivalent
",2023-02-13T13:37:50Z,2023-03-28T20:36:24Z
closed,MyTonWallet added support for TON Connect 2.0,"### Name

MyTonWallet

### Telegram Contact

@unexpectedusername

### Link to demo

https://github.com/ton-connect/wallets-list/pull/11

### Amount

5,000 USD in TON",2023-02-11T02:25:27Z,2023-03-21T15:42:55Z
closed,English Translation of Articles of TON Deep Doc,"Footstep #128

Done in [PR](https://github.com/ton-community/ton-docs/pull/154)

My wallet for reward: EQAvyxX5g_GvynfNl_XVQReZ3rstK5bM2OYu9nvren1SRnuN",2023-02-10T13:25:48Z,2023-02-25T15:21:37Z
closed,TACT lang documentation ,"Footstep #105

Done in [PR](https://github.com/ton-core/tact-docs/pull/5)

Transferred to https://docs.tact-lang.org

My wallet address for reward: EQCFv_2OqxdVm4IFOps-XCkW6xeug49b9FTyk8fbI-cIumAF",2023-02-08T18:49:19Z,2023-02-09T15:40:13Z
open,Create ADNL protocol JS library,"### Summary

This footstep is about adding ADNL protocol JS library. There is an implementation of ADNL package for JS

### Context

_No response_

### Goals

The following is list of what we need to do.

ADNL library in general:
 * Generate ADNL address from key
 * Send messages
 * Receive messages
 * Encrypt and sign messages using both curve and aes
 * Decrypt messages and check sender, derive encryption key
 * Keep and update and Neighbour table, send, receive, create and read packages
 * Keep, add and remove keypairs
 * Create, check send and receive packages for handshake
 * Create data package
 * Create and check integrity hash
 * Generate nonce
 * Initialize, check, drop and reinitialize connection
 * Implement ADNL over TCP
 * Implement ADNL over UDP
 * Read config for public servers
 * Create, check, send and receive ping & pong messages
 * Send and receive message by parts
 * Send custom messages
 
Also:
 * The following libraries are used in C++ tdactor ton_crypto tl_api tdnet tddb keys keyring. Use precompiled libraries or find a change as much as possible. Fix or implement libraries that don’t work.
 * Create tests for each feature
 * Publish npm package

### Deliverables

Published npm package with library for ADNL protocol

### Definition of Done

[ ] npm package published. Using this package you can connect adnl nodes including validators and get the last block for example

### Reward

* Standard TON NFT Footstep
* TBD usd equivalent in TON",2023-02-06T20:54:13Z,2023-03-23T12:07:00Z
closed,NFT Edition minter and Tact contracts showcase,"### Summary

Provide a user-friendly way to mint NFT editions like it does [Jetton Minter ](https://minter.ton.org/). Along with this, show the first production-ready example of contracts Tact lang.

### Context

There are several ways to mint an NFT collection, for example using [Getgems](https://getgems.helpscoutdocs.com/article/24-how-can-i-add-my-collection-to-getgems) which is relatively user-friendly. Still, it gives you little control over what you can customize, or you can use [Ton Nft Deployer](https://tondiamonds.github.io/ton-nft-deployer/) it's it has more customization, but at the expense of usability for users and newcomers.  

However, no one offers a useful way to mint NFT editions that can be used to mint NFT tickets, burn-reveal mechanics or such crazy art as the Checks [[1](https://checks.art/)][[2](https://twitter.com/jackbutcher/status/1611726527590187016)]. 

NFT edition [[eth reference](https://create.zora.co/create/edition)]:
- Same Media for each NFT
- Limited mint by time or number of edits  
- Limits for mint per address
- Fixed price for the initial offer (can be free) 

I offer to provide users NFT edition minter which combines usability and customization. I hope this enables the community and creators more focus on interesting mechanics and art, but not the technology itself. 

### Goals

* Provide NFT edition contract implementation on Tact сompatible with TEP-62
* Provide easy-to-use UI to interact with NFT Edition Minter 

### Deliverables

- [x] Design for UI
- [x] Code design layout 
- [x] Tact contracts for NFT Edition Collection and NFT item
- [x] Ton connect 2 integration

### Definition of Done

- [x] [Github repo](https://github.com/theoberton/3.14xl/) with UI, contracts, and description
- [x] Tests contracts
- [x] UI deployed to GitHub pages

### Reward

* Standart TON footstep NFT
* 5000 TON",2023-02-04T14:51:20Z,2023-04-28T11:46:33Z
closed,Development TON Connect 2.0 in OpenMask,"Done in https://github.com/OpenProduct/openmask-extension/compare/v0.13.1...v0.14.0
Closes https://github.com/ton-society/ton-footsteps/issues/107

The feature e2e available for example in [Tegro DEX](https://tegro.finance/)


My TON wallet for reward:
EQB89AmRjsY2t3cAs6m4Z67dy8U33_jlldzbqYQf7MpoIv7t",2023-02-03T19:09:45Z,2023-02-06T18:16:01Z
open,Tact Cookbook,"### Summary

[Tact Cookbook](https://docs.tact-lang.org/learn/cookbook) should help quickly figure out basic steps for implementing the most frequent logic in contracts, even if seekers have no experience with smart contracts or FunC development.

### Context

Tact is in active development right now, and many methods are subject to change. It is important to publish what can already be considered unchanged.

### Goals

Examples and descriptions of logic implementation should help with the following issues:
* People who really don't have the opportunity to read well-detailed explanations in articles but really want to know something simple and basic. These questions are good to be answered in short form.
* Sometimes we get questions that have already been well answered a hundred times, but it's hard to find original answers in history or write good answers quickly.


### Deliverables

Tact Cookbook should help quickly answer the most frequent questions about implementing logic in contracts.

### Definition of Done

- [ ] Most frequent questions about ""How to [logic in the contract] with Tact?"" could be answered with a link to the [Tact cookbook](https://docs.tact-lang.org/learn/cookbook).

### Reward

Standard TON Footsteps NFT
25 USD equivalent in TON for every high-quality Tact example covered from the initial list.
A minimum of 10 examples is needed to receive payment",2023-02-03T16:59:03Z,2023-02-22T01:49:58Z
open,Smart-contracts for jetton voting platform,"### Summary

The increasing popularity of defi applications and services using jettons has brought about new challenges for users and developers.
These challenges include the potential for loss of funds and reputation as a result of the uncontrolled use of jettons. It can often be difficult to distinguish between legitimate jettons and those created by scammers. Currently, there is no definitive whitelist of jettons, and no transparent process for creating such a whitelist.

To solve these challenges, we propose the development of a decentralized mechanism for verifying jettons through community voting and creating a status of jettons.

This decentralized mechanism would provide a transparent voting process and give equal rights of review to any jetton. The model would be driven by the community and all data would be stored in smart contracts. Additionally, any project would be able to proof a jetton by address through direct interaction with SDK.

The new approach to obtaining trusted addresses works like quasi-DAO is poised to be a game-changing ecosystem solution for the entire TON blockchain network. By building an entirely new jetton verification process that will become an ecosystem standard, developers, projects, and users will have access to a more secure and trustworthy network.

The design and architecture of smart-contracts based on proposals will ensure that a decentralized application is created for all participants of the TON ecosystem. This will provide developers, projects, and users with a more seamless and user-friendly experience.

In addition, the decentralized application that allows the community to make address verification transparent and available to each project will provide a significant benefit to the entire network. This will ensure that all projects have access to a tool for instant verification of any address, making the network more secure and transparent.

Overall, new approach to verified addresses is a significant step forward for the TON blockchain network. It will provide a more secure, trustworthy, and user-friendly experience for all participants of the ecosystem, making it an ecosystem solution for the entire network.

### Context

The jetton voting platform allows users to see the whitelist of jettons, create, change, and participate in the voting process.

In this concept, after voting, each jetton has two types of votes:

- whitelisted
- not whitelisted

By the ratio of the number of votes, we can conclude about the confidence of the voting community in the possibility of using the jetton in services.

By default, a defined number of users would be able to participate in the voting process, with the possibility of expanding this list.

Each user would have the ability to change their vote over time, resulting in a changeable status for the token. In the future, it is proposed to use a web application for organizing voting, which will be developed with the next footstep.

This footstep applies only to the development of smart contracts and API.

### Goals

- Develop design and architecture for on-chain mechanic of jetton voting platform
- Develop smart-contracts for future web application
- Develop tests for smart-contracts
- Tests voting platform core 
- Our next goal is web application and SDK for jetton voting platform


### Deliverables

- Github repo with core contracts and API for jetton voting platform
- Tests for contracts
- Architecture description
- Formal approval from at least two existing wallets teams representatives

### Definition of Done

GitHub repository with the source code.

### Reward

11,700 USD in TON equivalent ",2023-02-02T16:20:11Z,2023-03-12T14:01:43Z
closed,"Tutorial: ""How to work with smart wallet contracts""","### Summary

""How to work with smart wallet contracts"" tutorial creation.

### Context

Currently, there is no detailed tutorial on working with smart wallet contracts, creating transactions, signing, and sending them. There are also no clear examples of the external/internal transaction difference and how wallets generally work. This tutorial will cover all such moments and will also touch on the topic of high-load wallets.

### Goals

- First, the tutorial will explain seqno, valid_until, and signature and why all this is stored in the contract memory

- There will also be a detailed explanation of the need for two types of transactions (external/internal), as well as the difference between v3 and v4.

- More will be told about external and why smart wallet contracts accept these transactions. 

- How to build an external transaction, sign it (without using ready-made methods in existing libraries to understand the process fully), and send it. The main job will be with ton & ton-crypto for JS/TS and tonutils-go for GO.

- The next stage will be the explanation of wallets, stateInit building, mnemonic phrase generation, and other details related to the creation of the wallet. All this will be based on examples with the description of the code.

- Next will be the stage of working with smart contract wallet: sending TONs, transactions with comments, GET methods. Also, special attention will be paid to building transactions within the contract for deploying new smart contracts.

- The last step will be related to high-load wallets and how they differ from the usual wallets.

Many examples will be shown based on libraries ton (JS/TS) and tonutils-go (GO).

### Deliverables

Create a tutorial

### Definition of Done

- [ ] Tutorial created and merged into documentation

### Reward

- Standard TON Footstep NFT
- $2000 in TON equivalent",2023-01-31T19:31:27Z,2023-03-30T06:51:35Z
closed,TonSafe TON Wallet now supports TON Connect 2.0,"### Name

TonSafe

### Telegram Contact

@TonSafeSupportBot

### Link to demo

https://raw.githubusercontent.com/tonsafe/wallets-list/main/Tonsafe-Tonconnect-Demo.m4v

### Amount

5,000 USD in TON",2023-01-30T09:14:05Z,2023-02-18T19:32:17Z
closed,Article: Random number generation in smart contracts,"Done in https://github.com/ton-community/ton-docs/pull/140
Closes #114

My TON wallet for reward:
EQBKgXCNLPexWhs2L79kiARR1phGH1LwXxRbNsCFF9doc2lN",2023-01-29T18:33:26Z,2023-01-31T05:49:40Z
open,Make formal verification accessible for anyone,"### Summary

Currently, formal verification is mostly done by auditing companies, such as Certik / SlowMist / etc.
But price of audit is not that small for developers building their own projects, and that leads to loss of contract verification -- only testing on *some* cases is done.

### Context

TON Foundation has recently passed audit on Certik and on SlowMist. Source COQ codes for formal verification are not published. Having those in public could help the community.

### Goals

Create a library for verification of smart contracts under some permissive license (like MIT).

### Deliverables

1. Choose language for verification (Idris/Coq/etc)
2. Reimplement TON Blockchain details and objects on high level in chosen language (up to smart contracts and message processing)
3. Implement TVM, BOC operations to allow FunC/TVM assembly to be literally translated into chosen language, to reduce errors where contract actual code does not match its formal version
4. Create a manual including some contract with error which needs to be found, its formal description, verification failure and then fixed contract which passes verification.

### Definition of Done

- [ ] High-level library created
- [ ] Low-level library created
- [ ] Example contract successfully verified
- [ ] Manual for verification published in documentation

### Reward

- Standard TON Footstep NFT to each participant
- $1500 in TON for reimplementing blockchain details on high level (namely, message creation, delivery and processing, including new smart contracts deployment)
- $700 in TON for checking validity of first step (has to be done by someone other than library author, preferably by someone having experience in working with TON full nodes/validators)
- $1500 in TON for implementing TVM, BOC, etc
- $700 in TON for checking validity of second step (also has to be done by someone other than library author)
- $600 in TON for writing an example smart contract, its formal description and putting as a manual into https://ton.org/docs/",2023-01-27T12:05:22Z,2023-02-08T20:19:58Z
open,Online browser IDE for TON,"### Summary

Online browser IDE  to allow creating, editing, deploying, and debugging FunC TON Smart Contracts.

### Context

Creating your first TON contract is a challenging endeavor and requires installing, configuring, and running multiple tools.
In the first step, we want to create a tool allowing beginners to quickly start, run, deploy and debug smart contracts with no setup required.


 I created an MVP with the help from @thekiba and @kirjs  https://github.com/ilyjs/ton

MVP: TON IDE
- video demo
- func, TS syntax highlighting
- compile smart contracts in the browser
- run smart contracts in the browser
- click “run”
compilation and execution (locally in the browser!)

![image](https://user-images.githubusercontent.com/10959044/214070298-8ac88e35-27ac-45be-9835-953d66a58196.png)


https://user-images.githubusercontent.com/10959044/214096140-184d0cb9-2a3b-4ea4-a453-1723ad7e4d04.mp4




### Goals

New users can open a browser page and start working with TON smart contracts.

### Deliverables

-  Ability to create/delete/rename/move files
-  Deploying contracts to Testnet
-  Refactoring and update dependencies to func-js
-  IDE available online on github pages and hosted on Firebase Hosting


### Definition of Done

- IDE for TON opens in browser on github pages and hosted on Firebase Hosting. 
- Deployment of smart contracts to TestNet.
- Ability to create/delete/rename/move files

### Reward

**MVP:** 
@ilyjs ($40/hr) **total 52hrs**
Education - 4hrs
Creating MVP - 40hrs
Consulting/Brainstorming - 8hrs

@thekiba ($50/hr) **total 12hrs**
UI Polishing and add script files - 5hrs
POC 4hrs
Consulting/Brainstorming 3hrs

@kirjs ($50/hr) **total 9hrs**
Education 4hrs
Consulting/Brainstorming 5hrs

**Footstep:** 
Ability to create/delete/rename/move files - 40hrs
Refactoring and update dependencies to func-js - 20hrs
Deploying contracts to Testnet - 40hrs
Research and сonsulting - 20hrs
IDE available online on github pages and hosted on Firebase Hosting - 1h

Total 121hrs

**Total 7970$ in TON equivalent**

",2023-01-23T20:03:45Z,2023-05-31T21:34:36Z
closed,Article: Generation of block random seed,"Footstep https://github.com/ton-society/ton-footsteps/issues/124
Article PR https://github.com/ton-community/ton-docs/pull/132

Draft until article is merged.

My wallet address for reward: EQDauBLfiuJZCZxjRVyNHDd17tJiJCVTLi3YqKM74TKj9cA1",2023-01-23T18:28:45Z,2023-01-27T12:16:19Z
closed,"Article ""Integration manual"" for TON Connect 2.0","Footstep https://github.com/ton-society/ton-footsteps/issues/123
Article PR https://github.com/ton-community/ton-docs/pull/135

Draft until proposed improvements are merged: https://github.com/ProgramCrafter/ton-docs/commit/57d5446c2778cd5cdce30a37fcc961c64f6f4650

My wallet address for reward: EQDauBLfiuJZCZxjRVyNHDd17tJiJCVTLi3YqKM74TKj9cA1",2023-01-23T18:25:26Z,2023-01-27T12:16:05Z
open,Create standard for hosting TON Site/Storage in local network,"### Summary

Now, TON Sites and Storage nodes do not support working from behind NAT because they need to listen to incoming connections. This restricts technology users to those people who know how to set everything up and are willing to use a public IP.

### Context

If TON Site hosting becomes available for every user, no matter whether he has a server with public IP, that will increase technology adoption and boost TON ecosystem.

### Goals

Create a possibility to host TON Sites/Storage on personal computers.

### Deliverables

1. Create standard for connection to ""local network"" servers
2. Create standard for TON domain records indicating local hosting
3. Write a proxy application that will resolve TON Sites according to previous specification and newly created standard

### Definition of Done

- [ ] TEP created
- [ ] TEP merged
- [ ] sample proxy application created

### Reward

- Standard TON Footstep NFT
- 1250$ in TON",2023-01-22T12:23:02Z,2023-04-28T13:23:23Z
closed,Major cookbook improvements & additions,"Updated most of the information in the Cookbook: added descriptions, and useful links, updated some examples and added new ones. Closed almost all TODO (for a random article in development).

Accepted PR: https://github.com/ton-community/ton-docs/pull/127
TON Address: EQDKbjIcfM6ezt8KjKJJLshZJJSqX7XOA4ff-W72r5gqPrHF",2023-01-19T20:32:10Z,2023-01-20T05:41:58Z
open,Footstep: TON SDK for the Elixir programming language,"the project - https://github.com/ayrat555/ton
the post - https://www.badykov.com/elixir/blockchain/ton/

Footstep: https://github.com/ton-society/ton-footsteps/issues/129

Results achieved:
Implemented [ton-core](https://github.com/ton-community/ton-core/) and [ton](https://github.com/ton-community/ton/) alternative for Elixir.

wallet for ton coins: EQADLRBbbfImjN1yaN6fqWPwkO3sN2fCdg8BD_g8LW_8Dj-G",2023-01-18T18:13:42Z,2023-02-23T11:50:33Z
closed,VS Code extension for Tact language support,"### Summary

Create VScode extension for Tact language to support highlighting and autocomplete features

### Context

Tact is a new high-level language for TVM Smart contracts, but there are no VS Code extensions for easier programming with it.

### Goals

 * Create VS Code extension for Tact language

### Deliverables

 - [x] implement new Tact syntax functionality (includes & strings)
 - [x] refactoring functions and variables
 - [x] snippets
 - [x] includes file tree analysis
 - [x] better type suggestions
 - [x] variable type inference
 - [x] smart auto-complete
 - [x] auto-formatting

### Definition of Done

 - Created the prototype for extension
 - Approximately in 2 weeks will be published initial release
 - Work should be done in two month after start

### Reward

 - Standard TON Footstep NFT
 - 4000 USD",2023-01-18T07:02:11Z,2023-06-03T09:33:49Z
open,Article: Porting the TON tools to OpenBSD/adJ,"### Summary

The article should describe how the TON tools, i.e <https://github.com/ton-blockchain/ton>, were ported to the operating system OpenBSD/adJ allowing development of smart contracts on that system --as described in <https://medium.com/@vladimirtmara/developing-and-testing-a-simple-smart-contract-with-toncli-de96ad0a6f5c>

It also should present the current status of the porting effort of `mytonctrl` and serve as documentation for people wanting to run different kind of nodes on OpenBSD/adJ.

### Context

Using the TON tools on OpenBSD/adJ increases their security, because OpenBSD is number one OS in security (see <https://www.openbsd.org/security.html>) and has a better record of vulnerabilites discovered than Windows, Linux, Mac, FreeBSD, etc (you can compare searching at <https://www.cvedetails.com/google-search-results.php?q=openbsd>). The distribution adJ adds to OpenBSD the support for locale and xlocale, that in turn is required by modern C++ compilers and by libraries used by TON tools like `abseil-cpp`.

Porting the basic TON tools to OpenBSD/adJ was not a trivial task, because it required changes to the Operating System, to the library `abseil-cpp` and even to the TON tools.  Those changes were proposed and accepted by the upstream developers, see for example:
<https://github.com/ton-blockchain/ton/commit/f7041cb44ff57a56894a312ba2fdc8058ccfc6e6>



### Goals

* Describe how the porting was done and the resulitng organization of the port, that can be reference to improve the main TON tools or to port them to other OS.
* Describe the source code of the TON tools (there is no  documentation about it).
*  Present the current status of the porting effort of mytonctrl in order to run possible validator or collator nodes on OpenBSD/adJ.

### Deliverables

* An article published in medium.com and dev.to
* Article shared in twitter, linked.in and facebook

### Definition of Done

- [ ] The article describes the source code of the TON tools and the typical layout of tools and directories once installed on Ubuntu
- [ ] The article explains how the port to OpenBSD/adJ was done and the layout of  tools and directories once installed.
- [ ] The article describes the status of the port of mytonctrl and issues to be solved. It also describes the layout of mytonctrl once installed on OpenBSD/adJ and document how to run different kinds of nodes that can be run with them.
- [ ] Article published in medium.com, dev.to and website of adJ/OpenBSD.
- [ ] Article shared in twitter, linked.in and Facebook

### Reward

US$400 in TON",2023-01-17T18:03:14Z,2023-02-14T13:11:11Z
open,TON SDK for the Elixir programming language,"## Summary

I'm planning to port [ton-core](https://github.com/ton-community/ton-core) and [ton](https://github.com/ton-community/ton) to the Elixir programming language. 

Basic functionality (wallets, transactions) is already done in [ton-elixir](https://github.com/ayrat555/ton)

## Context

TON has good SDK libraries for typescript/javascript. But it seems typescript tools are the only ones actively maintained by the ton community. Potentially, my implementation could be used a reference for the languages similar to Elixir (Ruby, Python, etc)

## Goals

-  port [ton-core](https://github.com/ton-community/ton-core) features to elixir
-  port [ton]https://github.com/ton-community/ton] features to elixir

## Deliverables

 Two elixir projects with features from ton-core and ton respectively published on github and hex.pm

## Definition of Done

 All features from typescript projects are ported to Elixir
 
## Reward

* Basic wallet functionality (deployment, transactions) - already done - $1500    
* Primitive types and refactoring - $2600
  - first tidy up all the primitives, remove the use of BitString directly, use Builder to build cells and Slice to read from them (cell's should be immutable)
  - add support for dict, tuple's
  - cover all of the above with tests
* Contracts - $1500
  - implement abstractions for working with contracts
  - based on these abstractions, implement work with wallet contracts
  - implement work with other contracts, such as Jetton, DNS, Storage
* Toncenter $1000
   - implement a client to work with TonCenter",2023-01-17T15:28:42Z,2023-04-24T06:58:52Z
closed,English Translation of Articles of TON Deep Doc,"### Summary

This project aims to translate articles in the [TON Deep Doc](https://github.com/xssnick/ton-deep-doc) repository from Russian to English and host them on [TON Documentation](https://github.com/ton-community/ton-docs).

<img width=""938"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/212822786-5a087975-c85a-4316-8fe0-de5c1c8430ff.png"">


### Context

To reach a larger audience and make the articles easily accessible, it is necessary to translate them into English. The TON Deep Doc repository contains many articles that provide helpful information about the TON blockchain platform. 

### Why it's important?

Many users cannot access or fully understand the information provided in the TON Deep Doc repository due to their lack of knowledge of the Russian language. 


### Goals

* This footstep aims to accurately translate the articles from Russian into English and host them on TON Documentation. This will allow a broader audience to access and understand the content provided by these articles. Additionally, by hosting these translated articles on TON Documentation, they will be more easily accessible for TON Developers. 

### Deliverables

* [ ] Complete translation of all Russian articles into English
* [ ] Hosting articles on TON Documentation

### Definition of Done

- [ ] All articles accurately translated from Russian into English
- [ ] Articles integrated to the current TON Documentation flow
- [ ] Approved Pull-Request to the TON Documentation

### Reward

* Standard TON Footstep NFT
* 2000$ in TON equivalent ",2023-01-17T06:14:26Z,2023-02-25T15:23:34Z
open,Improve Documentation for TON Network Configs,"### Summary

This footstep aims to improve the documentation for TON network configs by making it more user-friendly and providing helpful explanations of each parameter with links to the relevant material from the TON whitepapers.

<img width=""792"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/212822131-2281cd79-5f0e-4189-94b3-a561b9322338.png"">


### Context

As part of the TON network configuration, there is a [global-config.json](https://ton.org/global-config.json) file that includes all the necessary parameters to configure and manage a node:
- https://ton.org/global-config.json


<img width=""738"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/212822202-949c2e66-516d-4485-927b-dadd03dcb039.png"">


Currently, there is no documentation for network config files:
- https://ton.org/docs/develop/howto/network-configs

This footstep seeks to address this issue by improving the documentation so that users can better understand and utilize each parameter successfully. 

### Goals

The primary goal of this project is to improve the user experience when dealing with the global-config.json file.

Specifically, we intend to provide an explanation of why each parameter is important, as well as links to relevant material from the TON whitepapers for further clarification and understanding. 

### Deliverables

- [ ] Improved documentation for global-config.json file in [Network Configs](https://ton.org/docs/develop/howto/network-configs) article in a user-friendly format 
- [ ] Explanations of why each parameter is important with links to the materials in the documentation or TON Whitepapers 

### Definition of Done

- [ ] Pull Request to the [ton-docs](https://github.com/ton-community/ton-docs) is approved and merged

### Reward

* Standard TON Footstep NFT
* 200 USDT in TON",2023-01-17T06:05:03Z,2023-05-15T19:11:24Z
closed,Footstep: Add toncoin to trust wallet core,"Code for trust wallet core:
https://github.com/trustwallet/wallet-core/tree/master/src/TheOpenNetwork

Footstep: https://github.com/ton-society/ton-footsteps/issues/81

Results achieved: 
Implemented TON blockchain in Trust Wallet Core

wallet for ton coins: EQDk0rRqwtKw34r0fecUO6YotwKfMPU9XIxwrfjOfX9BIUx_
wallet for sbt nft: EQCBA764QkuNJ6__lo1qagfHsa511ohsu8dLW8roFE-jjF-K",2023-01-13T21:13:06Z,2023-01-16T06:43:05Z
open,Creating a FunC Language Track on Exercism.org,"### Summary

This project is about creating a FunC language track on Exercism, an open-source code-academy-like platform. The project will involve creating a FunC language repository, a test runner, and a first lesson on the [Exercism platform](https://exercism.org/) which supports 62 languages. Let's add FunC as 63rd!

### Context

Exercism is an open-source platform that provides users with code tutorials in various development languages.

* Platform: https://exercism.org/
* GitHub organization: https://github.com/exercism

Currently, it does not provide tutorials for the FunC language, which is used to write smart contracts on the TON Blockchain. To remedy this situation, you could create a FunC language track on Exercism with a first lesson “Hello World” hosted on the platform.

#### Example

 You can use the Rust language track for inspiration.

- Here is an example of a Rust language track:
https://exercism.org/tracks/rust
- Here is an example of a GitHub repository for Rust language:
https://github.com/exercism/rust
- Here is an example of a GitHub repository for checking Rust solutions for validity (test runner):
https://github.com/exercism/rust-test-runner

<img width=""1417"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/212012488-7881bc9f-f736-4a30-bd59-cd3f76392c55.png"">


### Goals

* The goal of this project is to create an infrastructure similar to Rust’s for FunC language

### Deliverables

- FunC language repository with ""Hello World"" lesson
- A test runner for validating solutions (using TypeScript, for example)
- Hosted  FunC language track on Exercism

### Definition of Done

- Hosted  FunC language track on Exercism with ""Hello World"" working example

### Reward

* Standard TON Footstep NFT
* 1000 USD in TON",2023-01-12T08:09:14Z,2023-04-12T15:14:33Z
